Site Name,Site Operator,Site Contact,Year established,Site Status,Site/Plot,Catchment/System,County,Latitude,Longitude,Elevation (mAOD),Biome,Mean Temp (C),Mean Rainfall (mm),URL,Air temperature,Windspeed and wind direction,Air humidity,Barometric pressure,Precipitation,Incoming shortwave radiation,Soil characterization,Soil moisture,Surface water temperature,Surface water discharge,Surface water pH,Surface water specific conductivity,Groundwater temperature,Groundwater elevation,Groundwater specific conductivity,Surface water nutrients and ions,Soil water chemistry,Atmospheric deposition,Surface water dissolved organic carbon (DOC),Soil heat flux,Radiation budget,Leaf area index (LAI),Concentration of CO2 and water vapor,Abundance and identity of birds,Abundance and identity of insects,Abundance of vascular plants,Tree height/diameter/litter fall
Burrishoole Catchment,Marine Institute,XXXX,1999,Operational,FALSE,TRUE,Mayo,53.9021,-9.5723,12,Coastal,10,1100,http://burrishoole.marine.ie/about.aspx,100,100,100,100,100,100,99,99,100,100,100,100,99,99,99,100,99,99,100,99,99,99,99,99,100,99,99
