"TIMESTAMP","U","V","W","T_SONIC","SA_DIAG_TYPE","SA_DIAG_VALUE","CO2_CONC","H2O_CONC","CO2_DRY","H2O_DRY","T_CELL","T_CELL_IN","T_CELL_OUT","PRESS_CELL","FLOW_VOLRATE","GA_DIAG_CODE","CO2_STR","H2O_STR","DELTA_STR","GA_CHKSUM"
20221214193431.20,0.129396,-0.0290334,0.162373,295.132,00,00,19.8144,283.14,482.25,6.89115,19.9812,19.9751,19.9827,100.823,1.1864,8191,101.386,101.564,-0.178444,229
20221214193431.30,0.142257,0.0242807,0.15796,295.027,00,00,19.814,283.159,482.26,6.89191,19.9797,19.9807,19.9794,100.823,1.1864,8191,101.386,101.565,-0.178444,010
20221214193431.40,0.150341,0.0222131,0.162918,294.888,00,00,19.8137,283.225,482.183,6.89252,19.993,19.9819,19.9958,100.828,1.1864,8191,101.386,101.565,-0.178444,053
20221214193431.50,0.168324,-0.0237802,0.175222,294.846,00,00,19.8152,283.181,482.233,6.89163,19.9948,19.9827,19.9978,100.823,1.1864,8191,101.389,101.564,-0.175333,135
20221214193431.60,0.175831,0.0270385,0.172249,294.874,00,00,19.8163,283.08,482.295,6.88969,19.9819,19.992,19.9794,100.823,1.1864,8191,101.386,101.565,-0.178444,014
20221214193431.70,0.154154,-0.00105519,0.221285,294.937,00,00,19.8117,283.075,482.183,6.88955,19.9839,19.9718,19.987,100.823,1.1864,8191,101.386,101.565,-0.178444,058
20221214193431.80,0.162801,-0.0499006,0.222447,295.02,00,00,19.8165,283.344,482.246,6.89535,19.9913,19.9882,19.992,100.824,1.1864,8191,101.386,101.567,-0.180769,069
20221214193431.90,0.0213016,0.254443,0.251387,295.147,00,00,19.8146,283.253,482.251,6.89386,19.9888,19.9877,19.989,100.827,1.1864,8191,101.383,101.564,-0.181544,090
20221214193432.00,0.104625,0.0571842,0.288776,295.134,00,00,19.8143,283.323,482.238,6.89551,19.9807,19.9756,19.9819,100.823,1.1864,8191,101.386,101.562,-0.176108,145
20221214193432.10,0.107561,0.112394,0.279439,295.096,00,00,19.8141,283.155,482.214,6.89111,19.9812,19.9882,19.9794,100.823,1.1864,8191,101.383,101.562,-0.179219,218
20221214193432.20,0.086318,0.0213424,0.234787,295.131,00,00,19.8171,283.181,482.294,6.89185,19.9799,19.9819,19.9794,100.823,1.1864,8191,101.386,101.565,-0.178444,150
20221214193432.30,0.0647134,0.0108794,0.24459,295.061,00,00,19.8127,283.148,482.189,6.89106,19.9774,19.9845,19.9756,100.824,1.1864,8191,101.386,101.565,-0.178444,086
20221214193432.40,0.103081,0.0239986,0.232604,295.055,00,00,19.8153,283.323,482.264,6.89552,20.0024,19.9781,20.0084,100.824,1.1864,8191,101.386,101.562,-0.176108,033
20221214193432.50,0.148056,0.118662,0.134064,294.986,00,00,19.8146,283.051,482.217,6.88845,19.9781,19.9852,19.9764,100.825,1.1864,8191,101.386,101.564,-0.178444,121
20221214193432.60,0.170657,0.0783437,0.157101,294.955,00,00,19.8152,283.109,482.241,6.89001,19.9877,19.9857,19.9882,100.829,1.1864,8191,101.386,101.565,-0.178444,090
20221214193432.70,0.144912,0.0330664,0.163117,294.889,00,00,19.8146,283.268,482.233,6.89396,19.9812,19.9701,19.984,100.823,1.1864,8191,101.383,101.564,-0.181544,054
20221214193432.80,0.152481,0.00302587,0.205214,294.882,00,00,19.8113,283.211,482.134,6.89233,19.9774,19.9794,19.9769,100.824,1.1864,8191,101.386,101.562,-0.17612,028
20221214193432.90,0.19601,-0.0711497,0.270621,295.201,00,00,19.8182,283.312,482.34,6.89531,19.9993,19.9882,20.0021,100.825,1.1864,8191,101.383,101.562,-0.179219,040
20221214193433.00,0.143825,-0.088389,0.307566,295.404,00,00,19.8154,283.149,482.268,6.89128,19.9845,19.9693,19.9882,100.823,1.1864,8191,101.383,101.562,-0.179219,139
20221214193433.10,0.0991467,-0.00140474,0.245158,295.607,00,00,19.815,283.309,482.245,6.89498,19.9726,19.9625,19.9751,100.823,1.1864,8191,101.383,101.562,-0.179219,145
20221214193433.20,0.0594568,-0.0681354,0.298326,295.768,00,00,19.8139,283.145,482.233,6.89122,19.9867,19.9857,19.987,100.823,1.1864,8191,101.383,101.562,-0.179219,040
20221214193433.30,0.0975008,-0.0385639,0.239706,295.611,00,00,19.8131,283.225,482.205,6.89305,20.0034,19.9731,20.011,100.824,1.1864,8191,101.386,101.562,-0.176108,026
20221214193433.40,0.151797,-0.098488,0.294029,295.419,00,00,19.813,283.067,482.226,6.88955,19.9951,19.9769,19.9996,100.824,1.1864,8191,101.383,101.562,-0.179219,115
20221214193433.50,0.166491,-0.0359804,0.335066,295.438,00,00,19.8137,283.146,482.208,6.89096,19.9915,19.9945,19.9908,100.824,1.1864,8191,101.386,101.562,-0.176108,122
20221214193433.60,0.260572,-0.0365399,0.302123,295.423,00,00,19.8133,283.136,482.221,6.89102,19.9988,19.9857,20.0021,100.824,1.1864,8191,101.386,101.565,-0.178444,089
20221214193433.70,0.165996,0.0584946,0.399026,295.299,00,00,19.8125,283.291,482.185,6.89456,19.9852,19.9933,19.9832,100.825,1.1864,8191,101.386,101.565,-0.178444,129
20221214193433.80,0.033555,-0.0500841,0.253537,295.223,00,00,19.8134,283.291,482.236,6.89497,19.9956,19.9945,19.9958,100.824,1.1864,8191,101.386,101.565,-0.178444,124
20221214193433.90,0.0235197,-0.00660629,0.276422,295.243,00,00,19.8135,283.152,482.174,6.8907,19.9892,19.9983,19.987,100.824,1.1864,8191,101.389,101.565,-0.175345,033
20221214193434.00,0.132899,-0.0848336,0.240036,295.13,00,00,19.8122,283.123,482.164,6.8903,19.987,19.9739,19.9903,100.824,1.1864,8191,101.386,101.564,-0.178444,247
20221214193434.10,0.0611197,-0.0396531,0.219246,295.121,00,00,19.811,283.166,482.107,6.89093,19.9908,19.9908,19.9908,100.823,1.1864,8191,101.386,101.565,-0.178444,150
20221214193434.20,0.0553602,0.061757,0.201712,295.082,00,00,19.8128,283.097,482.177,6.88962,19.9862,19.9832,19.987,100.823,1.1864,8191,101.386,101.565,-0.178444,081
20221214193434.30,0.131216,0.0692282,0.186429,294.984,00,00,19.8107,283.227,482.13,6.89285,19.9971,19.992,19.9983,100.823,1.18636,8191,101.386,101.565,-0.178444,074
20221214193434.40,0.184286,0.114931,0.100725,294.911,00,00,19.812,283.173,482.208,6.89217,19.9908,19.9857,19.992,100.824,1.18636,8191,101.389,101.567,-0.17767,050
20221214193434.50,0.214526,0.137016,0.0973743,294.794,00,00,19.8158,283.258,482.239,6.89338,19.9966,19.9794,20.0009,100.824,1.18636,8191,101.386,101.565,-0.178444,139
20221214193434.60,0.252396,0.152444,0.102304,294.711,00,00,19.8154,283.129,482.246,6.89051,19.9834,19.9845,19.9832,100.824,1.18636,8191,101.386,101.562,-0.176108,148
20221214193434.70,0.12075,0.17441,0.146132,294.759,00,00,19.81,283.211,482.087,6.8921,19.9905,19.9895,19.9908,100.829,1.18636,8191,101.386,101.565,-0.178444,041
20221214193434.80,0.0956662,0.129032,0.185018,294.828,00,00,19.812,283.107,482.19,6.89036,19.992,19.987,19.9933,100.823,1.18636,8191,101.386,101.565,-0.178444,226
20221214193434.90,0.0718024,0.120773,0.234834,294.936,00,00,19.8136,283.164,482.21,6.89145,19.9809,19.9819,19.9807,100.824,1.18636,8191,101.386,101.565,-0.178444,151
20221214193435.00,0.110006,0.0585893,0.345798,294.941,00,00,19.8093,283.201,482.126,6.89264,19.985,19.9819,19.9857,100.824,1.18636,8191,101.386,101.562,-0.176108,110
20221214193435.10,0.152621,0.0670014,0.362591,294.768,00,00,19.8181,283.209,482.323,6.89259,19.9956,19.9845,19.9983,100.824,1.18636,8191,101.386,101.565,-0.178444,074
20221214193435.20,0.2108,-0.0271236,0.408038,294.858,00,00,19.8122,283.079,482.18,6.88944,19.9933,19.9882,19.9945,100.825,1.18636,8191,101.386,101.565,-0.178444,135
20221214193435.30,0.223886,-0.0753169,0.383723,294.811,00,00,19.8117,283.194,482.169,6.89226,19.985,19.9941,19.9827,100.825,1.18636,8191,101.386,101.564,-0.178444,162
20221214193435.40,0.071481,-0.0753782,0.314913,294.72,00,00,19.8127,283.107,482.176,6.8899,19.9789,19.9941,19.9751,100.829,1.18636,8191,101.386,101.562,-0.17612,070
20221214193435.50,0.14694,-0.0966986,0.365156,294.621,00,00,19.8121,283.202,482.14,6.89188,19.9867,20.0009,19.9832,100.825,1.18636,8191,101.386,101.565,-0.178444,084
20221214193435.60,0.0813821,-0.10912,0.317252,294.72,00,00,19.8141,283.117,482.242,6.89058,19.9892,19.9882,19.9895,100.824,1.18636,8191,101.386,101.565,-0.178444,142
20221214193435.70,0.023935,0.0245988,0.282322,294.672,00,00,19.8095,283.228,482.151,6.89361,19.9791,19.9882,19.9769,100.824,1.18636,8191,101.386,101.562,-0.176108,203
20221214193435.80,0.0546191,-0.0555409,0.249104,294.589,00,00,19.8131,283.221,482.2,6.89287,19.9918,19.9857,19.9933,100.824,1.18636,8191,101.386,101.565,-0.178444,111
20221214193435.90,0.0755726,-0.0030986,0.238185,294.499,00,00,19.8113,283.269,482.178,6.89437,19.989,19.9819,19.9908,100.824,1.18636,8191,101.383,101.562,-0.179219,124
20221214193436.00,0.0733778,-0.0180077,0.167693,294.472,00,00,19.8127,283.358,482.223,6.89668,19.9993,20.0084,19.9971,100.824,1.18636,8191,101.386,101.565,-0.178444,200
20221214193436.10,0.129734,-0.024953,0.169889,294.468,00,00,19.8137,283.109,482.204,6.89001,19.9741,19.9832,19.9718,100.82,1.18636,8191,101.383,101.562,-0.179219,218
20221214193436.20,0.0985593,-0.000466732,0.221867,294.636,00,00,19.8137,283.304,482.217,6.89492,19.9895,19.9895,19.9895,100.823,1.18636,8191,101.389,101.565,-0.175345,184
20221214193436.30,0.114484,-0.124618,0.229012,294.556,00,00,19.8105,283.122,482.134,6.89042,19.9973,19.9933,19.9983,100.823,1.18636,8191,101.386,101.565,-0.178444,157
20221214193436.40,0.124415,-0.17813,0.245563,294.408,00,00,19.8141,283.176,482.226,6.89182,19.9935,19.9915,19.9941,100.823,1.18636,8191,101.389,101.564,-0.175333,183
20221214193436.50,0.123455,-0.0905987,0.222549,294.597,00,00,19.8119,283.11,482.196,6.89056,19.9898,19.9756,19.9933,100.823,1.18636,8191,101.389,101.565,-0.175345,176
20221214193436.60,0.00539092,0.0914377,0.274707,294.769,00,00,19.8089,283.236,482.12,6.89356,19.991,19.992,19.9908,100.823,1.18636,8191,101.386,101.565,-0.178444,047
20221214193436.70,0.0065834,0.184569,0.308428,294.81,00,00,19.8082,283.135,482.087,6.89085,20.0054,19.9903,20.0092,100.823,1.18636,8191,101.389,101.567,-0.17767,074
20221214193436.80,0.0645208,0.089225,0.368669,294.999,00,00,19.8108,283.176,482.162,6.89203,19.9905,19.9996,19.9882,100.823,1.18636,8191,101.386,101.565,-0.178444,205
20221214193436.90,0.189173,0.137213,0.353069,294.96,00,00,19.812,283.158,482.19,6.89156,19.9933,19.9933,19.9933,100.824,1.18636,8191,101.386,101.565,-0.178444,116
20221214193437.00,0.193775,0.143514,0.346757,294.841,00,00,19.8096,283.158,482.146,6.8918,19.9764,19.9895,19.9731,100.827,1.18636,8191,101.389,101.567,-0.17767,101
20221214193437.10,0.101218,0.214101,0.288482,294.739,00,00,19.8131,283.255,482.194,6.8936,19.9872,19.9882,19.987,100.823,1.18636,8191,101.386,101.565,-0.178444,181
20221214193437.20,0.148944,0.0590593,0.321435,294.77,00,00,19.8154,283.194,482.242,6.89201,19.9895,19.9744,19.9933,100.819,1.18636,8191,101.389,101.565,-0.175345,182
20221214193437.30,0.174384,0.0995846,0.329596,294.89,00,00,19.813,283.193,482.216,6.89245,19.9822,19.9882,19.9807,100.823,1.18636,8191,101.386,101.565,-0.178444,127
20221214193437.40,0.227278,-0.0917491,0.345829,295.078,00,00,19.8127,283.175,482.158,6.8913,19.9903,19.9983,19.9882,100.822,1.18636,8191,101.386,101.565,-0.178444,145
20221214193437.50,0.266045,-0.0367978,0.320815,295.199,00,00,19.8107,283.229,482.146,6.89313,19.9774,19.9744,19.9781,100.823,1.18636,8191,101.389,101.567,-0.17767,102
20221214193437.60,0.229868,0.0289995,0.318015,295.061,00,00,19.8151,283.26,482.226,6.89351,19.9872,19.9832,19.9882,100.822,1.18636,8191,101.389,101.567,-0.17767,103
20221214193437.70,0.111432,0.113657,0.31214,295.06,00,00,19.8112,283.242,482.178,6.89374,19.985,19.9769,19.987,100.823,1.18636,8191,101.389,101.567,-0.17767,027
20221214193437.80,-0.00567442,0.0940645,0.258101,294.89,00,00,19.8074,283.271,482.032,6.89367,19.9913,19.9781,19.9945,100.827,1.18636,8191,101.389,101.565,-0.175345,194
20221214193437.90,-0.023119,0.129875,0.249927,294.91,00,00,19.8148,283.184,482.221,6.89169,19.9862,19.9933,19.9845,100.823,1.18636,8191,101.389,101.565,-0.175345,193
20221214193438.00,0.0520493,0.0581032,0.306996,295.01,00,00,19.811,283.272,482.133,6.89387,19.9948,19.9756,19.9996,100.823,1.18636,8191,101.389,101.565,-0.175345,137
20221214193438.10,-0.0259984,-0.118996,0.322994,295.17,00,00,19.8107,283.241,482.175,6.89383,19.9882,19.9832,19.9895,100.823,1.18636,8191,101.389,101.567,-0.17767,250
20221214193438.20,0.0670888,-0.0209932,0.307936,295.27,00,00,19.8116,283.137,482.14,6.8905,19.9971,19.9971,19.9971,100.823,1.18636,8191,101.386,101.565,-0.178444,069
20221214193438.30,-0.00232558,0.044189,0.385079,295.2,00,00,19.8105,283.159,482.154,6.89158,19.9966,19.9895,19.9983,100.823,1.18636,8191,101.386,101.565,-0.178444,191
20221214193438.40,-0.0317348,0.0144294,0.38101,295.15,00,00,19.8111,283.23,482.15,6.89307,19.9991,19.992,20.0009,100.823,1.18636,8191,101.386,101.565,-0.178444,023
20221214193438.50,0.154412,0.0843541,0.281662,294.859,00,00,19.8124,283.339,482.178,6.89566,19.992,19.9971,19.9908,100.823,1.18636,8191,101.389,101.567,-0.17767,105
20221214193438.60,0.104503,-0.0873422,0.336462,294.859,00,00,19.8112,283.176,482.161,6.89188,19.985,19.987,19.9845,100.824,1.18636,8191,101.386,101.565,-0.178444,102
20221214193438.70,0.192806,-0.133122,0.39098,294.79,00,00,19.8098,283.18,482.08,6.89132,19.9867,19.9908,19.9857,100.823,1.18636,8191,101.386,101.562,-0.176108,093
20221214193438.80,0.205421,-0.140357,0.353535,294.77,00,00,19.8123,283.228,482.167,6.89285,19.9958,19.9857,19.9983,100.823,1.18636,8191,101.386,101.565,-0.178444,238
20221214193438.90,0.11131,-0.213494,0.2565,294.79,00,00,19.8085,283.251,482.081,6.8935,19.9832,19.9731,19.9857,100.824,1.18636,8191,101.386,101.567,-0.180769,143
20221214193439.00,-0.00393328,-0.188604,0.189078,294.89,00,00,19.8102,283.271,482.145,6.89429,19.991,19.9718,19.9958,100.823,1.18636,8191,101.386,101.565,-0.178444,174
20221214193439.10,0.00110887,-0.0477642,0.221851,294.861,00,00,19.8111,283.248,482.161,6.89369,19.9966,19.9895,19.9983,100.824,1.18636,8191,101.386,101.562,-0.176108,084
20221214193439.20,0.0474842,0.0563975,0.141519,294.828,00,00,19.8124,283.243,482.196,6.89358,19.9915,19.9693,19.9971,100.824,1.18636,8191,101.386,101.565,-0.178444,235
20221214193439.30,0.0290014,0.0890439,0.0862283,294.83,00,00,19.8104,283.323,482.098,6.89486,19.9867,19.9827,19.9877,100.824,1.18637,8191,101.386,101.564,-0.178444,200
20221214193439.40,0.101225,0.147643,0.0479566,294.739,00,00,19.816,283.319,482.287,6.89549,19.9968,19.9958,19.9971,100.823,1.18637,8191,101.389,101.567,-0.17767,107
20221214193439.50,0.101073,0.260089,0.0385487,294.639,00,00,19.8119,283.199,482.156,6.89212,19.9837,19.9807,19.9845,100.824,1.18637,8191,101.389,101.565,-0.175345,215
20221214193439.60,0.120119,0.311551,0.0267763,294.639,00,00,19.8116,283.132,482.166,6.89074,19.9923,20.0034,19.9895,100.823,1.18637,8191,101.386,101.565,-0.178444,152
20221214193439.70,0.132454,0.281581,0.0272488,294.741,00,00,19.8139,283.337,482.21,6.89554,19.9764,19.9794,19.9756,100.824,1.18637,8191,101.386,101.565,-0.178444,155
20221214193439.80,0.127681,0.278118,0.0996623,294.812,00,00,19.814,283.324,482.239,6.89563,19.9802,19.968,19.9832,100.825,1.18637,8191,101.386,101.562,-0.176108,105
20221214193439.90,0.150361,0.256964,0.141453,294.885,00,00,19.8116,283.272,482.153,6.89398,19.9786,19.9706,19.9807,100.829,1.18637,8191,101.386,101.565,-0.178444,216
20221214193440.00,0.161781,0.193089,0.243166,294.936,00,00,19.8113,283.28,482.175,6.89458,19.9996,19.9895,20.0021,100.823,1.18637,8191,101.386,101.565,-0.178444,163
20221214193440.10,0.173805,0.29747,0.252665,294.829,00,00,19.8142,283.334,482.203,6.89529,19.9875,19.9895,19.987,100.824,1.18637,8191,101.386,101.565,-0.178444,224
20221214193440.20,0.225422,0.212841,0.280839,294.885,00,00,19.8132,283.375,482.178,6.89625,19.9852,19.9832,19.9857,100.823,1.18637,8191,101.389,101.567,-0.17767,117
20221214193440.30,0.199504,0.143019,0.325191,295.001,00,00,19.8122,283.333,482.217,6.89616,19.9905,20.0016,19.9877,100.824,1.18637,8191,101.389,101.567,-0.17767,084
20221214193440.40,0.0910922,0.200688,0.291613,294.956,00,00,19.8135,283.295,482.213,6.89473,19.9918,19.9756,19.9958,100.829,1.18637,8191,101.386,101.565,-0.178444,187
20221214193440.50,-0.0306189,0.123309,0.267469,294.911,00,00,19.8131,283.19,482.197,6.89208,19.9764,19.9794,19.9756,100.823,1.18637,8191,101.386,101.565,-0.178444,105
20221214193440.60,-0.000826342,0.0191486,0.276618,294.912,00,00,19.8101,283.378,482.139,6.89689,19.9829,19.9819,19.9832,100.824,1.18637,8191,101.386,101.567,-0.180769,183
20221214193440.70,0.0163943,-0.00319284,0.274828,294.94,00,00,19.8096,283.352,482.127,6.89624,19.9978,19.9706,20.0046,100.823,1.18637,8191,101.386,101.565,-0.178444,172
20221214193440.80,0.00419992,-0.042413,0.296753,294.962,00,00,19.8147,283.205,482.218,6.89216,19.9938,19.9807,19.9971,100.824,1.18637,8191,101.386,101.565,-0.178444,181
20221214193440.90,0.0631995,-0.0499877,0.294641,294.905,00,00,19.8106,283.357,482.147,6.8963,19.9855,19.9845,19.9857,100.824,1.18637,8191,101.386,101.562,-0.176108,136
20221214193441.00,0.0415502,-0.239623,0.295641,294.684,00,00,19.8153,283.393,482.255,6.89707,19.9875,19.9744,19.9908,100.824,1.18637,8191,101.386,101.562,-0.176108,166
20221214193441.10,0.0523415,-0.339587,0.284801,294.715,00,00,19.8189,283.47,482.369,6.89932,19.989,19.9971,19.987,100.824,1.18637,8191,101.386,101.565,-0.178444,143
20221214193441.20,0.125552,-0.335932,0.325437,294.943,00,00,19.8156,283.317,482.258,6.89517,19.9983,19.9933,19.9996,100.829,1.18637,8191,101.386,101.562,-0.176108,185
20221214193441.30,0.0509323,-0.328903,0.240599,294.938,00,00,19.8138,283.235,482.207,6.89306,19.9736,19.9857,19.9706,100.825,1.18637,8191,101.389,101.565,-0.175345,165
20221214193441.40,0.120285,-0.306135,0.220278,294.945,00,00,19.814,283.306,482.225,6.895,19.9956,19.9895,19.9971,100.824,1.18637,8191,101.383,101.562,-0.179219,020
20221214193441.50,0.0522591,-0.180442,0.185546,294.999,00,00,19.8139,283.343,482.219,6.89584,19.9925,19.9845,19.9945,100.824,1.18637,8191,101.383,101.562,-0.179219,166
20221214193441.60,-0.0537688,-0.166189,0.17952,295.048,00,00,19.8117,283.248,482.131,6.89305,19.9966,19.9845,19.9996,100.823,1.18637,8191,101.383,101.56,-0.176895,131
20221214193441.70,-0.0978255,-0.113015,0.194352,294.929,00,00,19.8127,283.279,482.169,6.89396,19.9892,19.9832,19.9908,100.824,1.18637,8191,101.383,101.562,-0.179219,154
20221214193441.80,-0.0201863,-0.0506452,0.2189,294.877,00,00,19.8137,283.297,482.236,6.89504,19.9814,19.9794,19.9819,100.824,1.18637,8191,101.383,101.562,-0.179219,169
20221214193441.90,-0.0274635,-0.0105389,0.226473,294.943,00,00,19.8133,283.431,482.207,6.898,19.989,19.987,19.9895,100.824,1.18637,8191,101.386,101.562,-0.17612,211
20221214193442.00,-0.126006,-0.0707873,0.142844,294.857,00,00,19.8114,283.442,482.154,6.89816,20.0011,19.9971,20.0021,100.823,1.18637,8191,101.386,101.565,-0.178444,108
20221214193442.10,-0.105587,-0.0443773,0.149571,294.811,00,00,19.8122,283.391,482.155,6.89667,19.9766,19.9807,19.9756,100.824,1.18637,8191,101.386,101.562,-0.176108,021
20221214193442.20,-0.0788501,-0.00640708,0.152443,294.839,00,00,19.8163,283.279,482.262,6.89403,19.9812,19.968,19.9845,100.824,1.18637,8191,101.383,101.562,-0.179219,112
20221214193442.30,-0.0571567,0.00502905,0.155223,294.768,00,00,19.8087,283.314,482.09,6.89509,19.9887,19.9857,19.9895,100.823,1.18637,8191,101.386,101.565,-0.178444,127
20221214193442.40,0.0358959,0.0409582,0.161416,294.846,00,00,19.8093,283.42,482.102,6.89764,19.9981,19.987,20.0009,100.824,1.18637,8191,101.386,101.565,-0.178444,067
20221214193442.50,0.0756228,0.0468139,0.132461,294.809,00,00,19.8123,283.263,482.179,6.89386,19.9887,19.9958,19.987,100.823,1.18637,8191,101.383,101.562,-0.179219,127
20221214193442.60,0.134898,0.105348,0.129593,294.788,00,00,19.808,283.301,482.075,6.8948,19.993,19.984,19.9953,100.824,1.18637,8191,101.383,101.562,-0.179219,184
20221214193442.70,0.147212,0.135828,0.147071,294.863,00,00,19.811,283.366,482.183,6.89689,19.9792,19.9832,19.9781,100.823,1.18637,8191,101.383,101.565,-0.181556,096
20221214193442.80,0.150805,0.169806,0.135337,294.879,00,00,19.8137,283.411,482.209,6.89741,19.9711,19.9882,19.9668,100.827,1.18637,8191,101.386,101.565,-0.178444,178
20221214193442.90,0.155814,0.196054,0.140343,294.767,00,00,19.8129,283.282,482.223,6.89474,19.99,19.987,19.9908,100.824,1.18637,8191,101.386,101.565,-0.178444,017
20221214193443.00,0.155427,0.165436,0.152059,294.81,00,00,19.8117,283.366,482.161,6.89632,19.9887,19.9756,19.992,100.824,1.18637,8191,101.389,101.567,-0.17767,146
20221214193443.10,0.167377,0.207608,0.1544,294.811,00,00,19.8108,283.218,482.142,6.89275,19.9905,19.9744,19.9945,100.823,1.18637,8191,101.386,101.565,-0.178444,011
20221214193443.20,0.147294,0.236839,0.130479,294.735,00,00,19.8149,283.224,482.228,6.89273,19.9903,19.9983,19.9882,100.825,1.18637,8191,101.389,101.565,-0.175345,161
20221214193443.30,0.121481,0.203095,0.130469,294.76,00,00,19.8102,283.25,482.141,6.89374,19.9991,19.992,20.0009,100.824,1.18637,8191,101.386,101.565,-0.178444,039
20221214193443.40,0.14934,0.194138,0.076454,294.811,00,00,19.8065,283.341,481.984,6.89502,19.9933,19.9781,19.9971,100.828,1.18637,8191,101.386,101.562,-0.176108,151
20221214193443.50,0.0910051,0.18862,0.0676733,294.772,00,00,19.8138,283.199,482.202,6.89213,19.985,19.9971,19.9819,100.823,1.18637,8191,101.389,101.565,-0.175345,156
20221214193443.60,0.0874987,0.13637,0.0779303,294.756,00,00,19.8135,283.37,482.195,6.89628,19.9754,19.9945,19.9706,100.823,1.18637,8191,101.386,101.565,-0.178444,181
20221214193443.70,0.0541545,0.0822827,0.0635554,294.715,00,00,19.8102,283.336,482.144,6.89588,19.989,19.987,19.9895,100.823,1.18637,8191,101.386,101.565,-0.178444,056
20221214193443.80,0.0665476,0.141261,0.0742449,294.71,00,00,19.8142,283.273,482.212,6.89392,19.9721,19.9731,19.9718,100.823,1.18637,8191,101.386,101.565,-0.178444,200
20221214193443.90,0.0911632,0.191026,0.0804546,294.76,00,00,19.8126,283.242,482.155,6.89291,19.9887,19.9908,19.9882,100.819,1.18637,8191,101.389,101.567,-0.17767,138
20221214193444.00,0.0780232,0.17394,0.0649757,294.769,00,00,19.811,283.279,482.122,6.89389,19.9956,19.9845,19.9983,100.823,1.18637,8191,101.389,101.567,-0.17767,081
20221214193444.10,0.0386258,0.0915436,0.0436763,294.767,00,00,19.8098,283.228,482.123,6.8931,19.9966,19.9895,19.9983,100.823,1.18637,8191,101.389,101.565,-0.175345,038
20221214193444.20,0.0508278,0.0931095,0.024061,294.742,00,00,19.8115,283.193,482.153,6.89208,20.0006,20.0046,19.9996,100.824,1.18637,8191,101.389,101.565,-0.175345,136
20221214193444.30,0.0649555,0.0918461,0.0175077,294.709,00,00,19.8091,283.134,482.084,6.8905,20.0014,19.9933,20.0034,100.824,1.18641,8191,101.389,101.565,-0.175345,055
20221214193444.40,0.0588244,0.118477,0.0223196,294.721,00,00,19.8102,283.207,482.12,6.89239,19.9888,19.9827,19.9903,100.824,1.18641,8191,101.386,101.562,-0.17612,070
20221214193444.50,0.0718465,0.0947383,0.0156276,294.757,00,00,19.8102,283.193,482.124,6.89214,19.994,19.9718,19.9996,100.829,1.18641,8191,101.386,101.565,-0.178444,120
20221214193444.60,0.0853841,0.104818,0.00288791,294.717,00,00,19.8093,283.361,482.108,6.89631,19.9895,19.9845,19.9908,100.829,1.18641,8191,101.389,101.567,-0.17767,124
20221214193444.70,0.092027,0.0694326,0.0146164,294.65,00,00,19.8095,283.352,482.102,6.89594,19.9958,20.0009,19.9945,100.824,1.18641,8191,101.386,101.565,-0.178444,182
20221214193444.80,0.0899196,0.0801751,-0.00619009,294.656,00,00,19.8123,283.207,482.199,6.89281,19.9746,19.9908,19.9706,100.823,1.18641,8191,101.386,101.567,-0.180769,173
20221214193444.90,0.0780515,0.109806,-0.0260721,294.67,00,00,19.8075,283.279,482.063,6.89427,19.9822,19.9781,19.9832,100.823,1.18641,8191,101.386,101.565,-0.178444,157
20221214193445.00,0.0977945,0.114906,-0.0551558,294.71,00,00,19.8109,283.239,482.133,6.89313,19.9892,19.9832,19.9908,100.824,1.18641,8191,101.386,101.565,-0.178444,174
20221214193445.10,0.0870716,0.104097,-0.0714855,294.719,00,00,19.8113,283.272,482.192,6.89463,19.9857,19.9857,19.9857,100.823,1.18641,8191,101.386,101.562,-0.176108,085
20221214193445.20,0.0725339,0.107942,-0.0633323,294.705,00,00,19.8078,283.181,482.07,6.89188,19.9905,19.9693,19.9958,100.824,1.18641,8191,101.383,101.562,-0.179219,161
20221214193445.30,0.0574461,0.127716,-0.0454928,294.675,00,00,19.8099,283.374,482.139,6.89685,20.0016,19.9895,20.0046,100.823,1.18641,8191,101.386,101.565,-0.178444,164
20221214193445.40,0.0983348,0.123425,-0.0399967,294.637,00,00,19.8129,283.44,482.204,6.89832,19.9885,19.9814,19.9903,100.823,1.18641,8191,101.386,101.564,-0.178444,112
20221214193445.50,0.102629,0.114616,0.00597646,294.673,00,00,19.8094,283.277,482.133,6.89456,19.9842,19.9933,19.9819,100.823,1.18641,8191,101.386,101.565,-0.178444,173
20221214193445.60,0.12039,0.102472,0.0147479,294.666,00,00,19.8088,283.292,482.095,6.89459,19.9832,19.9781,19.9845,100.823,1.18641,8191,101.383,101.562,-0.179219,186
20221214193445.70,0.11384,0.116052,0.0387035,294.667,00,00,19.8075,283.285,482.05,6.89423,19.9771,19.9832,19.9756,100.824,1.18641,8191,101.386,101.562,-0.176108,094
20221214193445.80,0.104677,0.0878624,0.025826,294.648,00,00,19.8105,283.269,482.148,6.89421,19.9951,19.9819,19.9983,100.823,1.18641,8191,101.386,101.565,-0.178444,188
20221214193445.90,0.0808117,0.106726,0.0449332,294.649,00,00,19.8138,283.25,482.194,6.89325,19.9905,19.9895,19.9908,100.824,1.18641,8191,101.383,101.562,-0.179219,128
